[dataset]
  dataset = fsq
  csv = data/tky_clean.csv
  cat_col = category
  categories = ['Dining and Drinking', 'Retail', 'Nightlife Spot', 'Community and Government', 'Travel and Transportation', 'Business and Professional Services', 'Landmarks and Outdoors', 'Arts and Entertainment', 'Health and Medicine', 'Sports and Recreation']
  half_width = 50.0
  cell = 15
  center_step = 100
  min_poi = 10
  crs = EPSG:6677

[hparams]
  LATENT_DIM = 2
  EPOCHS = 1000
  BATCH = 256
  LR = 0.001
  WEIGHT_DECAY = 1e-06
  VAL_FRAC = 0.1
  SEED = 0
  N_NEIGHBORS = 15
  GRAPH_METRIC = euclidean
  EDGE_BATCH = 256
  LAMBDA_FSCE = 0.01
  WARMUP_EPOCHS = 200
  NOISE_P = 0.3
  NOISE_MODE = thinning
  N_EXPERTS = 2
  ROUTER_TEMPERATURE = 0.7
  MOE_SCALE = 1.0

1233 個 patch，device=cpu，噪聲 thinning p=0.3
FSCE graph：24904 條邊，a=1.5769 b=0.8951
epoch  615 | train_nll -1.34010 | train_fsce 0.64497 | gate_usage [0.314,0.686] | val_dev 0.66655 | expl_dev 0.54929
epoch  620 | train_nll -1.35116 | train_fsce 0.64170 | gate_usage [0.345,0.655] | val_dev 0.66312 | expl_dev 0.55161
epoch  625 | train_nll -1.33763 | train_fsce 0.60160 | gate_usage [0.326,0.674] | val_dev 0.67611 | expl_dev 0.54283
epoch  630 | train_nll -1.34454 | train_fsce 0.65818 | gate_usage [0.327,0.673] | val_dev 0.66597 | expl_dev 0.54968
epoch  635 | train_nll -1.33610 | train_fsce 0.65601 | gate_usage [0.327,0.673] | val_dev 0.68972 | expl_dev 0.53363
epoch  640 | train_nll -1.34360 | train_fsce 0.65033 | gate_usage [0.325,0.675] | val_dev 0.65374 | expl_dev 0.55796
epoch  645 | train_nll -1.34141 | train_fsce 0.63771 | gate_usage [0.297,0.703] | val_dev 0.68385 | expl_dev 0.53759
epoch  650 | train_nll -1.33496 | train_fsce 0.61483 | gate_usage [0.326,0.674] | val_dev 0.66959 | expl_dev 0.54724
epoch  655 | train_nll -1.34625 | train_fsce 0.64100 | gate_usage [0.328,0.672] | val_dev 0.68585 | expl_dev 0.53624
epoch  660 | train_nll -1.34315 | train_fsce 0.66274 | gate_usage [0.319,0.681] | val_dev 0.65105 | expl_dev 0.55977
epoch  665 | train_nll -1.34698 | train_fsce 0.63144 | gate_usage [0.340,0.660] | val_dev 0.67998 | expl_dev 0.54021
epoch  670 | train_nll -1.34278 | train_fsce 0.62210 | gate_usage [0.336,0.664] | val_dev 0.67261 | expl_dev 0.54519
epoch  675 | train_nll -1.34781 | train_fsce 0.62661 | gate_usage [0.315,0.685] | val_dev 0.67447 | expl_dev 0.54394
epoch  680 | train_nll -1.31882 | train_fsce 0.62411 | gate_usage [0.271,0.729] | val_dev 0.74113 | expl_dev 0.49886
epoch  685 | train_nll -1.32904 | train_fsce 0.66627 | gate_usage [0.292,0.708] | val_dev 0.70595 | expl_dev 0.52265
epoch  690 | train_nll -1.34203 | train_fsce 0.65032 | gate_usage [0.307,0.693] | val_dev 0.68084 | expl_dev 0.53963
epoch  695 | train_nll -1.34508 | train_fsce 0.64152 | gate_usage [0.306,0.694] | val_dev 0.69652 | expl_dev 0.52903
epoch  700 | train_nll -1.34616 | train_fsce 0.63888 | gate_usage [0.307,0.693] | val_dev 0.68738 | expl_dev 0.53521
epoch  705 | train_nll -1.34962 | train_fsce 0.62966 | gate_usage [0.321,0.679] | val_dev 0.68801 | expl_dev 0.53478
epoch  710 | train_nll -1.35260 | train_fsce 0.62866 | gate_usage [0.335,0.665] | val_dev 0.68410 | expl_dev 0.53743
epoch  715 | train_nll -1.34578 | train_fsce 0.64462 | gate_usage [0.323,0.677] | val_dev 0.67143 | expl_dev 0.54599
epoch  720 | train_nll -1.34125 | train_fsce 0.64580 | gate_usage [0.312,0.688] | val_dev 0.67718 | expl_dev 0.54210
epoch  725 | train_nll -1.35524 | train_fsce 0.63604 | gate_usage [0.319,0.681] | val_dev 0.69298 | expl_dev 0.53142
epoch  730 | train_nll -1.34214 | train_fsce 0.63839 | gate_usage [0.329,0.671] | val_dev 0.66715 | expl_dev 0.54888
epoch  735 | train_nll -1.35035 | train_fsce 0.65074 | gate_usage [0.318,0.682] | val_dev 0.67690 | expl_dev 0.54229
epoch  740 | train_nll -1.34865 | train_fsce 0.62658 | gate_usage [0.326,0.674] | val_dev 0.66309 | expl_dev 0.55163
epoch  745 | train_nll -1.35184 | train_fsce 0.64501 | gate_usage [0.329,0.671] | val_dev 0.64831 | expl_dev 0.56162
epoch  750 | train_nll -1.35637 | train_fsce 0.64017 | gate_usage [0.329,0.671] | val_dev 0.65262 | expl_dev 0.55872
epoch  755 | train_nll -1.34889 | train_fsce 0.62320 | gate_usage [0.342,0.658] | val_dev 0.66760 | expl_dev 0.54858
epoch  760 | train_nll -1.35200 | train_fsce 0.62168 | gate_usage [0.335,0.665] | val_dev 0.65225 | expl_dev 0.55896
epoch  765 | train_nll -1.35711 | train_fsce 0.62535 | gate_usage [0.328,0.672] | val_dev 0.65485 | expl_dev 0.55721
epoch  770 | train_nll -1.35397 | train_fsce 0.61712 | gate_usage [0.321,0.679] | val_dev 0.66932 | expl_dev 0.54742
epoch  775 | train_nll -1.35119 | train_fsce 0.62666 | gate_usage [0.316,0.684] | val_dev 0.66890 | expl_dev 0.54770
epoch  780 | train_nll -1.34596 | train_fsce 0.63508 | gate_usage [0.332,0.668] | val_dev 0.65949 | expl_dev 0.55406
epoch  785 | train_nll -1.36745 | train_fsce 0.62755 | gate_usage [0.338,0.662] | val_dev 0.66568 | expl_dev 0.54988
epoch  790 | train_nll -1.35243 | train_fsce 0.65616 | gate_usage [0.331,0.669] | val_dev 0.68127 | expl_dev 0.53934
epoch  795 | train_nll -1.35494 | train_fsce 0.61889 | gate_usage [0.323,0.677] | val_dev 0.65243 | expl_dev 0.55884
epoch  800 | train_nll -1.35313 | train_fsce 0.63309 | gate_usage [0.325,0.675] | val_dev 0.67583 | expl_dev 0.54302
epoch  805 | train_nll -1.35947 | train_fsce 0.62957 | gate_usage [0.331,0.669] | val_dev 0.68331 | expl_dev 0.53796
epoch  810 | train_nll -1.35058 | train_fsce 0.64980 | gate_usage [0.330,0.670] | val_dev 0.66771 | expl_dev 0.54851
epoch  815 | train_nll -1.34280 | train_fsce 0.63671 | gate_usage [0.314,0.686] | val_dev 0.69609 | expl_dev 0.52932
epoch  820 | train_nll -1.35004 | train_fsce 0.65313 | gate_usage [0.322,0.678] | val_dev 0.67667 | expl_dev 0.54245
epoch  825 | train_nll -1.35564 | train_fsce 0.61775 | gate_usage [0.331,0.669] | val_dev 0.67540 | expl_dev 0.54331
epoch  830 | train_nll -1.34937 | train_fsce 0.62926 | gate_usage [0.331,0.669] | val_dev 0.68659 | expl_dev 0.53574
epoch  835 | train_nll -1.35032 | train_fsce 0.64937 | gate_usage [0.310,0.690] | val_dev 0.68616 | expl_dev 0.53603
epoch  840 | train_nll -1.32625 | train_fsce 0.60401 | gate_usage [0.339,0.661] | val_dev 0.69602 | expl_dev 0.52936
